elec_date,county,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes,race_county_owner,unused
11/5/2024,ADAIR,ADAIR COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,17,17,1,CHASE OLIVER | MIKE TER MAAT,LIB,0,4,16,20,,
11/5/2024,OKLAHOMA,OKLAHOMA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,290,290,5,CHRIS GARRITY | CODY BALLARD,IND,136,49,961,1146,,
11/5/2024,OKMULGEE,OKMULGEE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,25,25,1,CHASE OLIVER | MIKE TER MAAT,LIB,3,8,61,72,,
11/5/2024,OKMULGEE,OKMULGEE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,25,25,2,DONALD J. TRUMP | JD VANCE,REP,269,1833,7998,10100,,
11/5/2024,OKMULGEE,OKMULGEE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,25,25,3,KAMALA D. HARRIS | TIM WALZ,DEM,189,841,2949,3979,,
11/5/2024,OKMULGEE,OKMULGEE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,25,25,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,5,13,133,151,,
11/5/2024,OKMULGEE,OKMULGEE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,25,25,5,CHRIS GARRITY | CODY BALLARD,IND,2,2,43,47,,
11/5/2024,OSAGE,OSAGE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,28,28,1,CHASE OLIVER | MIKE TER MAAT,LIB,6,18,73,97,,
11/5/2024,OSAGE,OSAGE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,28,28,2,DONALD J. TRUMP | JD VANCE,REP,470,3555,10379,14404,,
11/5/2024,OSAGE,OSAGE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,28,28,3,KAMALA D. HARRIS | TIM WALZ,DEM,645,1268,3954,5867,,
11/5/2024,OSAGE,OSAGE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,28,28,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,5,28,174,207,,
11/5/2024,OSAGE,OSAGE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,28,28,5,CHRIS GARRITY | CODY BALLARD,IND,4,7,42,53,,
11/5/2024,OTTAWA,OTTAWA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,13,13,1,CHASE OLIVER | MIKE TER MAAT,LIB,1,9,33,43,,
11/5/2024,OTTAWA,OTTAWA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,13,13,2,DONALD J. TRUMP | JD VANCE,REP,164,1779,6547,8490,,
11/5/2024,OTTAWA,OTTAWA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,13,13,3,KAMALA D. HARRIS | TIM WALZ,DEM,136,573,1802,2511,,
11/5/2024,OTTAWA,OTTAWA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,13,13,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,4,13,89,106,,
11/5/2024,OTTAWA,OTTAWA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,13,13,5,CHRIS GARRITY | CODY BALLARD,IND,2,2,24,28,,
11/5/2024,PAWNEE,PAWNEE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,10,10,1,CHASE OLIVER | MIKE TER MAAT,LIB,1,5,31,37,,
11/5/2024,PAWNEE,PAWNEE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,10,10,2,DONALD J. TRUMP | JD VANCE,REP,120,901,4384,5405,,
11/5/2024,PAWNEE,PAWNEE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,10,10,3,KAMALA D. HARRIS | TIM WALZ,DEM,89,262,1004,1355,,
11/5/2024,PAWNEE,PAWNEE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,10,10,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,1,4,51,56,,
11/5/2024,PAWNEE,PAWNEE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,10,10,5,CHRIS GARRITY | CODY BALLARD,IND,2,3,22,27,,
11/5/2024,PAYNE,PAYNE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,30,30,1,CHASE OLIVER | MIKE TER MAAT,LIB,9,45,219,273,,
11/5/2024,PAYNE,PAYNE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,30,30,2,DONALD J. TRUMP | JD VANCE,REP,615,4514,12833,17962,,
11/5/2024,PAYNE,PAYNE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,30,30,3,KAMALA D. HARRIS | TIM WALZ,DEM,791,3289,6480,10560,,
11/5/2024,PAYNE,PAYNE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,30,30,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,8,58,280,346,,
11/5/2024,PAYNE,PAYNE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,30,30,5,CHRIS GARRITY | CODY BALLARD,IND,8,26,104,138,,
11/5/2024,PITTSBURG,PITTSBURG COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,38,38,1,CHASE OLIVER | MIKE TER MAAT,LIB,5,16,49,70,,
11/5/2024,PITTSBURG,PITTSBURG COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,38,38,2,DONALD J. TRUMP | JD VANCE,REP,320,2716,10805,13841,,
11/5/2024,PITTSBURG,PITTSBURG COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,38,38,3,KAMALA D. HARRIS | TIM WALZ,DEM,188,791,2494,3473,,
11/5/2024,PITTSBURG,PITTSBURG COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,38,38,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,7,12,130,149,,
11/5/2024,PITTSBURG,PITTSBURG COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,38,38,5,CHRIS GARRITY | CODY BALLARD,IND,1,5,33,39,,
11/5/2024,PONTOTOC,PONTOTOC COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,20,20,1,CHASE OLIVER | MIKE TER MAAT,LIB,2,10,67,79,,
11/5/2024,PONTOTOC,PONTOTOC COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,20,20,2,DONALD J. TRUMP | JD VANCE,REP,199,2164,8604,10967,,
11/5/2024,PONTOTOC,PONTOTOC COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,20,20,3,KAMALA D. HARRIS | TIM WALZ,DEM,210,1013,2672,3895,,
11/5/2024,PONTOTOC,PONTOTOC COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,20,20,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,8,22,159,189,,
11/5/2024,PONTOTOC,PONTOTOC COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,20,20,5,CHRIS GARRITY | CODY BALLARD,IND,2,4,38,44,,
11/5/2024,POTTAWATOMIE,POTTAWATOMIE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,31,31,1,CHASE OLIVER | MIKE TER MAAT,LIB,8,23,118,149,,
11/5/2024,POTTAWATOMIE,POTTAWATOMIE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,31,31,2,DONALD J. TRUMP | JD VANCE,REP,881,5012,15022,20915,,
11/5/2024,POTTAWATOMIE,POTTAWATOMIE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,31,31,3,KAMALA D. HARRIS | TIM WALZ,DEM,775,1839,4652,7266,,
11/5/2024,POTTAWATOMIE,POTTAWATOMIE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,31,31,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,18,47,287,352,,
11/5/2024,POTTAWATOMIE,POTTAWATOMIE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,31,31,5,CHRIS GARRITY | CODY BALLARD,IND,15,11,66,92,,
11/5/2024,PUSHMATAHA,PUSHMATAHA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,1,CHASE OLIVER | MIKE TER MAAT,LIB,3,4,8,15,,
11/5/2024,PUSHMATAHA,PUSHMATAHA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,2,DONALD J. TRUMP | JD VANCE,REP,80,1061,2884,4025,,
11/5/2024,PUSHMATAHA,PUSHMATAHA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,3,KAMALA D. HARRIS | TIM WALZ,DEM,34,209,373,616,,
11/5/2024,PUSHMATAHA,PUSHMATAHA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,1,7,33,41,,
11/5/2024,PUSHMATAHA,PUSHMATAHA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,5,CHRIS GARRITY | CODY BALLARD,IND,1,0,4,5,,
11/5/2024,ROGER MILLS,ROGER MILLS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,9,9,1,CHASE OLIVER | MIKE TER MAAT,LIB,0,1,3,4,,
11/5/2024,ROGER MILLS,ROGER MILLS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,9,9,2,DONALD J. TRUMP | JD VANCE,REP,44,351,1153,1548,,
11/5/2024,ROGER MILLS,ROGER MILLS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,9,9,3,KAMALA D. HARRIS | TIM WALZ,DEM,12,31,117,160,,
11/5/2024,ROGER MILLS,ROGER MILLS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,9,9,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,0,3,14,17,,
11/5/2024,ROGER MILLS,ROGER MILLS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,9,9,5,CHRIS GARRITY | CODY BALLARD,IND,0,1,3,4,,
11/5/2024,ROGERS,ROGERS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,38,38,1,CHASE OLIVER | MIKE TER MAAT,LIB,11,33,207,251,,
11/5/2024,ROGERS,ROGERS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,38,38,2,DONALD J. TRUMP | JD VANCE,REP,1369,9730,24843,35942,,
11/5/2024,ROGERS,ROGERS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,38,38,3,KAMALA D. HARRIS | TIM WALZ,DEM,949,2902,6295,10146,,
11/5/2024,ROGERS,ROGERS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,38,38,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,20,78,346,444,,
11/5/2024,ROGERS,ROGERS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,38,38,5,CHRIS GARRITY | CODY BALLARD,IND,6,29,84,119,,
11/5/2024,SEMINOLE,SEMINOLE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,11,11,1,CHASE OLIVER | MIKE TER MAAT,LIB,4,4,27,35,,
11/5/2024,SEMINOLE,SEMINOLE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,11,11,2,DONALD J. TRUMP | JD VANCE,REP,150,1167,4634,5951,,
11/5/2024,SEMINOLE,SEMINOLE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,11,11,3,KAMALA D. HARRIS | TIM WALZ,DEM,104,448,1399,1951,,
11/5/2024,SEMINOLE,SEMINOLE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,11,11,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,7,10,76,93,,
11/5/2024,SEMINOLE,SEMINOLE COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,11,11,5,CHRIS GARRITY | CODY BALLARD,IND,1,4,9,14,,
11/5/2024,SEQUOYAH,SEQUOYAH COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,25,25,1,CHASE OLIVER | MIKE TER MAAT,LIB,0,7,45,52,,
11/5/2024,SEQUOYAH,SEQUOYAH COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,25,25,2,DONALD J. TRUMP | JD VANCE,REP,266,2092,10133,12491,,
11/5/2024,SEQUOYAH,SEQUOYAH COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,25,25,3,KAMALA D. HARRIS | TIM WALZ,DEM,176,484,2247,2907,,
11/5/2024,SEQUOYAH,SEQUOYAH COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,25,25,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,8,6,81,95,,
11/5/2024,SEQUOYAH,SEQUOYAH COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,25,25,5,CHRIS GARRITY | CODY BALLARD,IND,1,4,33,38,,
11/5/2024,STEPHENS,STEPHENS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,28,28,1,CHASE OLIVER | MIKE TER MAAT,LIB,3,7,69,79,,
11/5/2024,STEPHENS,STEPHENS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,28,28,2,DONALD J. TRUMP | JD VANCE,REP,431,3018,11643,15092,,
11/5/2024,STEPHENS,STEPHENS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,28,28,3,KAMALA D. HARRIS | TIM WALZ,DEM,246,692,2298,3236,,
11/5/2024,STEPHENS,STEPHENS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,28,28,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,5,14,133,152,,
11/5/2024,STEPHENS,STEPHENS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,28,28,5,CHRIS GARRITY | CODY BALLARD,IND,2,6,53,61,,
11/5/2024,TEXAS,TEXAS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,11,11,1,CHASE OLIVER | MIKE TER MAAT,LIB,0,6,15,21,,
11/5/2024,TEXAS,TEXAS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,11,11,2,DONALD J. TRUMP | JD VANCE,REP,151,1202,2966,4319,,
11/5/2024,TEXAS,TEXAS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,11,11,3,KAMALA D. HARRIS | TIM WALZ,DEM,46,199,548,793,,
11/5/2024,TEXAS,TEXAS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,11,11,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,0,11,47,58,,
11/5/2024,TEXAS,TEXAS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,11,11,5,CHRIS GARRITY | CODY BALLARD,IND,0,5,10,15,,
11/5/2024,TILLMAN,TILLMAN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,8,8,1,CHASE OLIVER | MIKE TER MAAT,LIB,0,0,7,7,,
11/5/2024,TILLMAN,TILLMAN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,8,8,2,DONALD J. TRUMP | JD VANCE,REP,30,595,1381,2006,,
11/5/2024,TILLMAN,TILLMAN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,8,8,3,KAMALA D. HARRIS | TIM WALZ,DEM,21,133,346,500,,
11/5/2024,TILLMAN,TILLMAN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,8,8,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,3,3,11,17,,
11/5/2024,TILLMAN,TILLMAN COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,8,8,5,CHRIS GARRITY | CODY BALLARD,IND,0,0,3,3,,
11/5/2024,TULSA,TULSA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,251,251,1,CHASE OLIVER | MIKE TER MAAT,LIB,120,100,1672,1892,,
11/5/2024,TULSA,TULSA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,251,251,2,DONALD J. TRUMP | JD VANCE,REP,7525,13416,124300,145241,,
11/5/2024,TULSA,TULSA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,251,251,3,KAMALA D. HARRIS | TIM WALZ,DEM,10308,12275,83522,106105,,
11/5/2024,TULSA,TULSA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,251,251,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,124,119,2515,2758,,
11/5/2024,TULSA,TULSA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,251,251,5,CHRIS GARRITY | CODY BALLARD,IND,81,37,825,943,,
11/5/2024,WAGONER,WAGONER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,29,29,1,CHASE OLIVER | MIKE TER MAAT,LIB,8,46,142,196,,
11/5/2024,WAGONER,WAGONER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,29,29,2,DONALD J. TRUMP | JD VANCE,REP,905,7929,19653,28487,,
11/5/2024,WAGONER,WAGONER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,29,29,3,KAMALA D. HARRIS | TIM WALZ,DEM,708,2752,5870,9330,,
11/5/2024,WAGONER,WAGONER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,29,29,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,10,54,301,365,,
11/5/2024,WAGONER,WAGONER COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,29,29,5,CHRIS GARRITY | CODY BALLARD,IND,6,19,98,123,,
11/5/2024,WASHINGTON,WASHINGTON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,26,26,1,CHASE OLIVER | MIKE TER MAAT,LIB,8,33,123,164,,
11/5/2024,WASHINGTON,WASHINGTON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,26,26,2,DONALD J. TRUMP | JD VANCE,REP,541,3659,12636,16836,,
11/5/2024,WASHINGTON,WASHINGTON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,26,26,3,KAMALA D. HARRIS | TIM WALZ,DEM,438,1598,3757,5793,,
11/5/2024,WASHINGTON,WASHINGTON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,26,26,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,8,55,220,283,,
11/5/2024,WASHINGTON,WASHINGTON COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,26,26,5,CHRIS GARRITY | CODY BALLARD,IND,6,20,72,98,,
11/5/2024,WASHITA,WASHITA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,1,CHASE OLIVER | MIKE TER MAAT,LIB,1,3,16,20,,
11/5/2024,WASHITA,WASHITA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,2,DONALD J. TRUMP | JD VANCE,REP,123,715,3192,4030,,
11/5/2024,WASHITA,WASHITA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,3,KAMALA D. HARRIS | TIM WALZ,DEM,38,101,412,551,,
11/5/2024,WASHITA,WASHITA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,1,4,36,41,,
11/5/2024,WASHITA,WASHITA COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,12,12,5,CHRIS GARRITY | CODY BALLARD,IND,0,0,10,10,,
11/5/2024,WOODS,WOODS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,6,6,1,CHASE OLIVER | MIKE TER MAAT,LIB,0,4,9,13,,
11/5/2024,WOODS,WOODS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,6,6,2,DONALD J. TRUMP | JD VANCE,REP,86,993,1876,2955,,
11/5/2024,WOODS,WOODS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,6,6,3,KAMALA D. HARRIS | TIM WALZ,DEM,42,271,301,614,,
11/5/2024,WOODS,WOODS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,6,6,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,1,19,28,48,,
11/5/2024,WOODS,WOODS COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,6,6,5,CHRIS GARRITY | CODY BALLARD,IND,0,2,6,8,,
11/5/2024,WOODWARD,WOODWARD COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,16,16,1,CHASE OLIVER | MIKE TER MAAT,LIB,0,4,21,25,,
11/5/2024,WOODWARD,WOODWARD COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,16,16,2,DONALD J. TRUMP | JD VANCE,REP,165,1911,4155,6231,,
11/5/2024,WOODWARD,WOODWARD COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,16,16,3,KAMALA D. HARRIS | TIM WALZ,DEM,62,307,598,967,,
11/5/2024,WOODWARD,WOODWARD COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,16,16,4,ROBERT F. KENNEDY JR. | NICOLE SHANAHAN,IND,0,14,57,71,,
11/5/2024,WOODWARD,WOODWARD COUNTY,10001,ELECTORS FOR PRESIDENT AND VICE PRESIDENT,,16,16,5,CHRIS GARRITY | CODY BALLARD,IND,1,3,14,18,,
